63
PtPd,NCS
Pd	5.198400	5.198400	5.198400
Pd	3.898800	3.898800	5.198400
Pd	5.198400	3.898800	3.898800
Pd	3.898800	5.198400	3.898800
Pd	6.498000	3.898800	5.198400
Pd	3.898800	6.498000	5.198400
Pd	5.198400	6.498000	3.898800
Pd	6.498000	5.198400	3.898800
Pd	5.198400	3.898800	6.498000
Pd	3.898800	5.198400	6.498000
Pd	6.498000	6.498000	5.198400
Pd	5.198400	6.498000	6.498000
Pd	6.498000	5.198400	6.498000
Pt	5.198400	5.198400	2.599200
Pt	5.198400	2.599200	5.198400
Pt	2.599200	5.198400	5.198400
Pd	7.797600	5.198400	5.198400
Pd	5.198400	7.797600	5.198400
Pt	5.198400	5.198400	7.797600
Pd	3.898800	3.898800	2.599200
Pd	2.599200	3.898800	3.898800
Pd	3.898800	2.599200	3.898800
Pd	6.498000	3.898800	2.599200
Pd	3.898800	6.498000	2.599200
Pd	6.498000	6.498000	2.599200
Pd	3.898800	3.898800	7.797600
Pd	6.498000	3.898800	7.797600
Pd	3.898800	6.498000	7.797600
Pd	6.498000	2.599200	3.898800
Pt	7.797600	3.898800	3.898800
Pd	2.599200	6.498000	3.898800
Pd	7.797600	6.498000	3.898800
Pt	3.898800	7.797600	3.898800
Pd	6.498000	7.797600	3.898800
Pd	2.599200	3.898800	6.498000
Pt	3.898800	2.599200	6.498000
Pd	6.498000	2.599200	6.498000
Pt	7.797600	3.898800	6.498000
Pd	2.599200	6.498000	6.498000
Pt	3.898800	7.797600	6.498000
Pd	6.498000	6.498000	7.797600
Pt	7.797600	6.498000	6.498000
Pd	6.498000	7.797600	6.498000
Pt	5.198400	2.599200	2.599200
Pt	2.599200	5.198400	2.599200
Pt	7.797600	5.198400	2.599200
Pt	5.198400	7.797600	2.599200
Pt	2.599200	2.599200	5.198400
Pt	7.797600	2.599200	5.198400
Pt	2.599200	7.797600	5.198400
Pt	7.797600	7.797600	5.198400
Pt	5.198400	2.599200	7.797600
Pt	2.599200	5.198400	7.797600
Pt	7.797600	5.198400	7.797600
Pt	5.198400	7.797600	7.797600
Pt	2.599200	2.599200	2.599200
Pt	7.797600	2.599200	2.599200
Pt	2.599200	7.797600	2.599200
Pt	2.599200	2.599200	7.797600
Pt	7.797600	2.599200	7.797600
Pt	2.599200	7.797600	7.797600
Pt	7.797600	7.797600	2.599200
Pt	7.797600	7.797600	7.797600
