63
PtPd,NCS
Pd	3.898800	3.898800	3.898800
Pt	5.848200	5.848200	3.898800
Pd	7.797600	3.898800	3.898800
Pt	9.747000	5.848200	3.898800
Pd	11.696400	3.898800	3.898800
Pd	3.898800	7.797600	3.898800
Pd	5.848200	9.747000	3.898800
Pd	7.797600	7.797600	3.898800
Pt	9.747000	9.747000	3.898800
Pd	11.696400	7.797600	3.898800
Pd	3.898800	11.696400	3.898800
Pd	7.797600	11.696400	3.898800
Pd	11.696400	11.696400	3.898800
Pd	3.898800	3.898800	7.797600
Pt	5.848200	5.848200	7.797600
Pd	7.797600	3.898800	7.797600
Pt	9.747000	5.848200	7.797600
Pd	11.696400	3.898800	7.797600
Pd	3.898800	7.797600	7.797600
Pt	5.848200	9.747000	7.797600
Pt	7.797600	7.797600	7.797600
Pt	9.747000	9.747000	7.797600
Pd	11.696400	7.797600	7.797600
Pd	3.898800	11.696400	7.797600
Pd	7.797600	11.696400	7.797600
Pd	11.696400	11.696400	7.797600
Pd	3.898800	3.898800	11.696400
Pt	5.848200	5.848200	11.696400
Pd	7.797600	3.898800	11.696400
Pd	9.747000	5.848200	11.696400
Pd	11.696400	3.898800	11.696400
Pd	3.898800	7.797600	11.696400
Pt	5.848200	9.747000	11.696400
Pd	7.797600	7.797600	11.696400
Pt	9.747000	9.747000	11.696400
Pd	11.696400	7.797600	11.696400
Pd	3.898800	11.696400	11.696400
Pd	7.797600	11.696400	11.696400
Pd	11.696400	11.696400	11.696400
Pt	3.898800	5.848200	5.848200
Pt	5.848200	3.898800	5.848200
Pt	7.797600	5.848200	5.848200
Pt	9.747000	3.898800	5.848200
Pt	11.696400	5.848200	5.848200
Pd	3.898800	9.747000	5.848200
Pt	5.848200	7.797600	5.848200
Pt	7.797600	9.747000	5.848200
Pt	9.747000	7.797600	5.848200
Pd	11.696400	9.747000	5.848200
Pd	5.848200	11.696400	5.848200
Pt	9.747000	11.696400	5.848200
Pt	3.898800	5.848200	9.747000
Pt	5.848200	3.898800	9.747000
Pt	7.797600	5.848200	9.747000
Pd	9.747000	3.898800	9.747000
Pd	11.696400	5.848200	9.747000
Pt	3.898800	9.747000	9.747000
Pt	5.848200	7.797600	9.747000
Pt	7.797600	9.747000	9.747000
Pt	9.747000	7.797600	9.747000
Pt	11.696400	9.747000	9.747000
Pt	5.848200	11.696400	9.747000
Pt	9.747000	11.696400	9.747000
